Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
El Potrillo,July 2019,2019-07-09,Lead,22.0,10.0,0.01,2200.0,3.342422680822206,8.6,4.0,0.85,9.61,2.41,260.0,1.69,0.5,0.44,0.045,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Zinc,82.1,108.0,0.108,760.1851851851851,2.880919401632491,8.6,4.0,0.85,9.61,2.41,260.0,1.69,0.5,0.44,0.045,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Arsenic,8.0,10.0,0.01,800.0,2.9030899869919438,8.6,4.0,0.85,9.61,2.06,232.0,1.29,0.5,0.41,0.036,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.6,4.0,0.85,9.61,2.06,232.0,1.29,0.5,0.41,0.036,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Lead,18.2,10.0,0.01,1820.0,3.2600713879850747,8.6,4.0,0.85,9.61,2.06,232.0,1.29,0.5,0.41,0.036,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Zinc,72.8,108.0,0.108,674.074074074074,2.8287076238260873,8.6,4.0,0.85,9.61,2.06,232.0,1.29,0.5,0.41,0.036,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Arsenic,8.0,10.0,0.01,800.0,2.9030899869919438,8.5,4.0,0.7,9.61,2.27,247.0,1.66,0.5,0.42,0.042,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Cadmium,0.11,10.0,0.01,11.0,1.0413926851582251,8.5,4.0,0.7,9.61,2.27,247.0,1.66,0.5,0.42,0.042,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Lead,17.0,10.0,0.01,1700.0,3.230448921378274,8.5,4.0,0.7,9.61,2.27,247.0,1.66,0.5,0.42,0.042,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Zinc,67.0,108.0,0.108,620.3703703703703,2.7926510472138766,8.5,4.0,0.7,9.61,2.27,247.0,1.66,0.5,0.42,0.042,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Arsenic,6.8,10.0,0.01,680.0,2.832508912706236,8.5,4.0,0.7,9.61,1.87,218.0,1.4,0.5,0.41,0.033,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Cadmium,0.12,10.0,0.01,12.0,1.0791812460476249,8.5,4.0,0.7,9.61,1.87,218.0,1.4,0.5,0.41,0.033,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Lead,15.4,10.0,0.01,1540.0,3.187520720836463,8.5,4.0,0.7,9.61,1.87,218.0,1.4,0.5,0.41,0.033,Argentina/Paraguay
El Potrillo,July 2019,2019-07-09,Zinc,59.7,108.0,0.108,552.7777777777778,2.7425505756424196,8.5,4.0,0.7,9.61,1.87,218.0,1.4,0.5,0.41,0.033,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Arsenic,5.0,5.0,0.005,1000.0,3.0,8.4,0.5,0.9,8.09,1.807,206.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Cadmium,0.5,2.5,0.0025,200.0,2.3010299956639813,8.4,0.5,0.9,8.09,1.807,206.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Lead,10.0,32.0,0.032,312.5,2.494850021680094,8.4,0.5,0.9,8.09,1.807,206.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Zinc,48.9,87.0,0.087,562.0689655172414,2.7497896065050016,8.4,0.5,0.9,8.09,1.807,206.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Arsenic,5.0,5.0,0.005,1000.0,3.0,8.4,0.5,0.9,8.09,1.567,185.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Cadmium,0.5,2.5,0.0025,200.0,2.3010299956639813,8.4,0.5,0.9,8.09,1.567,185.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Lead,10.0,32.0,0.032,312.5,2.494850021680094,8.4,0.5,0.9,8.09,1.567,185.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Zinc,45.3,87.0,0.087,520.6896551724138,2.716578949394213,8.4,0.5,0.9,8.09,1.567,185.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Arsenic,5.0,5.0,0.005,1000.0,3.0,8.4,0.5,0.9,8.09,2.228,241.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Cadmium,0.5,2.5,0.0025,200.0,2.3010299956639813,8.4,0.5,0.9,8.09,2.228,241.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Lead,10.0,32.0,0.032,312.5,2.494850021680094,8.4,0.5,0.9,8.09,2.228,241.0,,,,,Argentina/Paraguay
El Potrillo,October 2022,2022-10-17,Zinc,56.6,87.0,0.087,650.5747126436783,2.813297178569653,8.4,0.5,0.9,8.09,2.228,241.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Arsenic,3.72,171.0,0.171,21.75438596491228,1.3375468294897437,8.0,0.0,0.97,6.03,1.2092,285.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Cadmium,0.135,2.4,0.0024,56.25000000000001,1.7501225267834002,8.0,0.0,0.97,6.03,1.2092,285.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Lead,12.3,473.0,0.473,26.004228329809727,1.4150439707015865,8.0,0.0,0.97,6.03,1.2092,285.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Zinc,43.5,2416.0,2.416,18.00496688741722,1.2553923270055432,8.0,0.0,0.97,6.03,1.2092,285.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Arsenic,4.2,171.0,0.171,24.561403508771928,1.3902531800057465,8.0,0.0,0.97,6.03,1.3225,292.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Cadmium,0.112,2.4,0.0024,46.66666666666667,1.6690067809585756,8.0,0.0,0.97,6.03,1.3225,292.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Lead,12.9,473.0,0.473,27.272727272727273,1.4357285695614375,8.0,0.0,0.97,6.03,1.3225,292.0,,,,,Argentina/Paraguay
El Potrillo,November 2023,2023-11-19,Zinc,47.3,2416.0,2.416,19.57781456953642,1.2917642107887173,8.0,0.0,0.97,6.03,1.3225,292.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Arsenic,14.0,540.0,0.54,25.925925925925924,1.4137342758552696,7.61,23.8,2.39,3.11,3.904,324.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Cadmium,5.0,608.0,0.608,8.223684210526317,0.915066425063284,7.61,23.8,2.39,3.11,3.904,324.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Lead,16.0,1111.0,1.111,14.401440144014401,1.1584059237150572,7.61,23.8,2.39,3.11,3.904,324.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Zinc,71.0,25.0,0.025,2840.0,3.4533183400470375,7.61,23.8,2.39,3.11,3.904,324.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Arsenic,13.0,540.0,0.54,24.074074074074073,1.3815495924838683,7.61,23.8,2.39,3.11,3.2264,289.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Cadmium,5.0,608.0,0.608,8.223684210526317,0.915066425063284,7.61,23.8,2.39,3.11,3.2264,289.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Lead,14.0,1111.0,1.111,12.601260126012601,1.1004139767373704,7.61,23.8,2.39,3.11,3.2264,289.0,,,,,Argentina/Paraguay
El Potrillo,March 2024,2024-03-13,Zinc,67.0,25.0,0.025,2680.0,3.428134794028789,7.61,23.8,2.39,3.11,3.2264,289.0,,,,,Argentina/Paraguay
Puente Mendez,August 2016,2016-08-01,Arsenic,11.7,26.0,0.026,450.0,2.6532125137753435,8.1,,,8.77,2.37,401.0,1.34,0.5,0.39,0.053,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.27,1.3,0.0013,207.6923076923077,2.3174204118521504,8.1,,,8.77,2.37,401.0,1.34,0.5,0.39,0.053,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,21.7,31.0,0.031,700.0,2.845098040014257,8.1,,,8.77,2.37,401.0,1.34,0.5,0.39,0.053,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,139.0,355.0,0.355,391.54929577464793,2.592786447199001,8.1,,,8.77,2.37,401.0,1.34,0.5,0.39,0.053,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,8.5,26.0,0.026,326.92307692307696,2.5144455777434747,8.1,,,8.77,1.68,329.0,1.13,0.5,0.35,0.043,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.19,1.3,0.0013,146.15384615384616,2.1648102486459924,8.1,,,8.77,1.68,329.0,1.13,0.5,0.35,0.043,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,21.5,31.0,0.031,693.5483870967741,2.8410767660813327,8.1,,,8.77,1.68,329.0,1.13,0.5,0.35,0.043,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,103.0,355.0,0.355,290.14084507042253,2.4626088716500782,8.1,,,8.77,1.68,329.0,1.13,0.5,0.35,0.043,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,17.6,26.0,0.026,676.923076923077,2.8305393198433317,8.1,,,8.77,1.16,237.0,0.67,0.5,0.28,0.04,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.2,1.3,0.0013,153.84615384615387,2.1870866433571443,8.1,,,8.77,1.16,237.0,0.67,0.5,0.28,0.04,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,32.7,31.0,0.031,1054.8387096774195,3.0231860588260133,8.1,,,8.77,1.16,237.0,0.67,0.5,0.28,0.04,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,68.0,355.0,0.355,191.5492957746479,2.2822805596511424,8.1,,,8.77,1.16,237.0,0.67,0.5,0.28,0.04,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,6.3,26.0,0.026,242.30769230769232,2.384367201482764,8.1,,,8.77,0.83,162.0,0.47,0.5,0.21,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.15,1.3,0.0013,115.38461538461539,2.0621479067488444,8.1,,,8.77,0.83,162.0,0.47,0.5,0.21,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,24.5,31.0,0.031,790.3225806451613,2.89780439053026,8.1,,,8.77,0.83,162.0,0.47,0.5,0.21,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,48.9,355.0,0.355,137.74647887323943,2.139080506068526,8.1,,,8.77,0.83,162.0,0.47,0.5,0.21,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,28.7,26.0,0.026,1103.8461538461538,3.042908548763174,8.1,,,8.77,1.46,292.0,0.79,0.5,0.26,0.093,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.3,1.3,0.0013,230.76923076923077,2.3631779024128257,8.1,,,8.77,1.46,292.0,0.79,0.5,0.26,0.093,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,46.4,31.0,0.031,1496.774193548387,3.175156286720608,8.1,,,8.77,1.46,292.0,0.79,0.5,0.26,0.093,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,76.3,355.0,0.355,214.92957746478874,2.3322961848997865,8.1,,,8.77,1.46,292.0,0.79,0.5,0.26,0.093,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,8.3,26.0,0.026,319.2307692307693,2.504104744405256,8.1,,,8.77,2.35,381.0,1.31,0.5,0.36,0.052,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.13,1.3,0.0013,100.00000000000001,2.0,8.1,,,8.77,2.35,381.0,1.31,0.5,0.36,0.052,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,20.5,31.0,0.031,661.2903225806451,2.8203921672214816,8.1,,,8.77,2.35,381.0,1.31,0.5,0.36,0.052,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Zinc,70.2,355.0,0.355,197.74647887323945,2.2961087590747113,8.1,,,8.77,2.35,381.0,1.31,0.5,0.36,0.052,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Arsenic,8.0,26.0,0.026,307.6923076923077,2.4881166390211256,8.1,,,8.77,1.59,293.0,0.93,0.5,0.31,0.041,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Cadmium,0.11,1.3,0.0013,84.61538461538461,1.9274493328513882,8.1,,,8.77,1.59,293.0,0.93,0.5,0.31,0.041,Bolivia (Non-Mining)
Puente Mendez,August 2016,2016-08-01,Lead,19.8,31.0,0.031,638.7096774193549,2.8053034964272583,8.1,,,8.77,1.59,293.0,0.93,0.5,0.31,0.041,Bolivia (Non-Mining)
